design_object_count,layout_count,composition
4,1,"Group:[types=['Text', 'VStack', 'ZStack'], roles=['Description', 'Title']]"
4,2,"ZStack:[types=['Chart', 'Text'], roles=['Highlight']]"
4,1,"ZStack:[types=['HStack', 'Image', 'SVG'], roles=['Background', 'Decoration', 'Description']]"
4,1,"Group:[types=['Text', 'ZStack'], roles=['Highlight', 'Title']]"
4,1,"Group:[types=['Text', 'ZStack'], roles=['Decoration', 'Description', 'Marker']]"
4,1,"Group:[types=['SVG', 'VennDiagram', 'ZStack'], roles=['Decoration', 'Highlight']]"
4,1,"ZStack:[types=['SVG', 'Text', 'ZStack'], roles=['Background', 'Decoration', 'Description', 'Marker', 'Title']]"
4,1,"ZStack:[types=['SVG', 'Text', 'VStack'], roles=['Background', 'Description']]"
4,1,"Group:[types=['VStack', 'ZStack'], roles=['Background', 'Description']]"
4,1,"ZStack:[types=['SVG', 'VStack'], roles=['Background', 'Decoration']]"
4,1,"ZStack:[types=['SVG', 'Text'], roles=['Background', 'Decoration', 'Title']]"
4,1,"ZStack:[types=['SVG', 'Text'], roles=['Decoration', 'Description', 'Highlight']]"
4,1,"ZStack:[types=['SVG', 'Text'], roles=['Background', 'Marker', 'Title']]"
4,1,"ZStack:[types=['SVG', 'Text'], roles=['Background', 'Description', 'Marker']]"
4,1,"ZStack:[types=['SVG', 'Text'], roles=['Background', 'Description']]"
4,1,"ZStack:[types=['SVG', 'Text'], roles=['Background', 'Decoration', 'Description', 'Subtitle', 'Title']]"
4,1,"ZStack:[types=['HStack', 'Image', 'SVG'], roles=['Background', 'Decoration', 'Separator']]"
4,1,"ZStack:[types=['HStack', 'SVG'], roles=['Background', 'Separator']]"
4,1,"ZStack:[types=['Image', 'ZStack'], roles=['Decoration', 'Description']]"
4,1,"ZStack:[types=['Image', 'Quadrant', 'SVG'], roles=['Background', 'Separator']]"
4,1,"Group:[types=['Group', 'SVG', 'VennDiagram'], roles=['Background', 'Description', 'Highlight']]"
4,1,"Group:[types=['Group', 'Text'], roles=['Decoration', 'Description', 'Separator']]"
4,3,"Group:[types=['HStack', 'SVG', 'Text', 'VStack'], roles=['Background', 'Decoration', 'Description', 'Title']]"
4,1,"Group:[types=['SVG', 'Text', 'VStack'], roles=['Background', 'Decoration', 'Description', 'Highlight', 'Separator']]"
4,3,"Group:[types=['Group', 'VStack'], roles=['Title']]"
4,1,"Group:[types=['Group', 'HStack', 'SVG', 'Text'], roles=['Description', 'Marker', 'Separator']]"
4,2,"Group:[types=['Group', 'SVG'], roles=['Description', 'Marker', 'Separator', 'Title']]"
4,1,"Group:[types=['SVG'], roles=['Background', 'Highlight']]"
4,3,"Group:[types=['VStack', 'VennDiagram'], roles=['Description', 'Highlight']]"
4,1,"Group:[types=['Group', 'SVG', 'Text'], roles=['Decoration', 'Description', 'Highlight', 'Separator', 'Subtitle', 'Title']]"
4,3,"Group:[types=['Group', 'SVG', 'Text'], roles=['Background', 'Highlight', 'Subtitle', 'Title']]"
4,1,"Group:[types=['Chart', 'HStack', 'SVG'], roles=['Background', 'Decoration', 'Description', 'Title']]"
4,3,"Group:[types=['Group', 'HStack', 'Image'], roles=['Decoration', 'Description']]"
4,1,"Group:[types=['Table', 'Text'], roles=['Description', 'Subtitle']]"
4,1,"Group:[types=['LayeredDiagram', 'Text', 'VStack'], roles=['Background', 'Description', 'Title']]"
4,3,"Group:[types=['Table', 'VStack'], roles=['Description', 'Marker']]"
4,1,"Group:[types=['Image', 'SVG'], roles=['Decoration', 'Marker', 'Separator']]"
4,2,"Group:[types=['Chart', 'Text'], roles=['Description', 'Subtitle', 'Title']]"
4,4,"Group:[types=['Text'], roles=['Decoration', 'Highlight', 'Title']]"
4,2,"Group:[types=['Image', 'SVG', 'Text'], roles=['Background', 'Description', 'Highlight', 'Title']]"
4,3,"Group:[types=['SVG', 'VStack'], roles=['Background', 'Decoration', 'Description', 'Marker']]"
4,3,"Group:[types=['Group', 'Image', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Description', 'Highlight']]"
4,3,"Group:[types=['SVG', 'VStack'], roles=['Background', 'Description', 'Highlight']]"
4,4,"Group:[types=['HStack', 'VStack'], roles=['Decoration', 'Description', 'Title']]"
4,3,"Group:[types=['HStack', 'Text', 'VStack'], roles=['Description', 'Highlight']]"
4,2,"Group:[types=['Group', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Description', 'Separator', 'Subtitle', 'Title']]"
4,2,"Group:[types=['Group', 'SVG'], roles=[]]"
4,1,"Group:[types=['Group', 'HStack', 'SVG', 'Text'], roles=['Description', 'Marker', 'Separator', 'Title']]"
4,3,"Group:[types=['Table'], roles=['Decoration']]"
4,2,"Group:[types=['Group', 'VStack'], roles=['Description', 'Highlight', 'Marker']]"
4,2,"Group:[types=['Group', 'SVG', 'Text'], roles=['Description', 'Highlight', 'Title']]"
4,3,"Group:[types=['HStack', 'SVG', 'Text'], roles=['Decoration', 'Description', 'Subtitle', 'Title']]"
4,3,"Group:[types=['Group', 'HStack', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Description', 'Highlight']]"
4,3,"Group:[types=['Chart', 'Group', 'HStack'], roles=['Description', 'Title']]"
4,3,"Group:[types=['Group', 'SVG', 'Text'], roles=['Description', 'Highlight', 'Separator', 'Subtitle', 'Title']]"
4,4,"Group:[types=['Group', 'SVG'], roles=['Description', 'Highlight', 'Separator', 'Title']]"
4,4,"Group:[types=['Image', 'SVG', 'VStack'], roles=['Background', 'Decoration']]"
4,3,"Group:[types=['SVG', 'Text', 'VStack'], roles=['Decoration', 'Description', 'Separator']]"
4,3,"Group:[types=['SVG', 'Text'], roles=['Decoration', 'Separator', 'Subtitle']]"
4,3,"Group:[types=['Gantt', 'VStack'], roles=['Description']]"
4,2,"Group:[types=['Group', 'HStack', 'SVG', 'Text'], roles=['Description', 'Separator', 'Title']]"
4,3,"Group:[types=['Group', 'Image', 'SVG', 'VStack'], roles=['Background', 'Decoration', 'Title']]"
4,2,"Group:[types=['LayeredDiagram', 'VStack'], roles=['Background', 'Highlight']]"
4,2,"Group:[types=['Chart', 'Group', 'Image'], roles=['Decoration', 'Description', 'Highlight']]"
4,4,"Group:[types=['Group'], roles=['Highlight', 'Subtitle']]"
4,1,"Group:[types=['Group', 'SVG', 'Table', 'VStack'], roles=['Background', 'Description']]"
4,2,"Group:[types=['Group', 'Image', 'Text', 'VStack'], roles=['Background', 'Decoration', 'Description', 'Marker']]"
4,2,"Group:[types=['Chart', 'Group', 'SVG', 'Text'], roles=['Decoration', 'Description', 'Title']]"
4,2,"Group:[types=['Image', 'SVG', 'Text'], roles=['Description', 'Separator']]"
4,2,"Group:[types=['Group', 'HStack', 'Text'], roles=['Background', 'Decoration', 'Description']]"
4,2,"Group:[types=['Image', 'SVG', 'Table'], roles=['Description']]"
4,3,"Group:[types=['Group', 'Table', 'VStack'], roles=['Description', 'Separator']]"
4,2,"Group:[types=['SVG', 'Text'], roles=['Decoration', 'Marker', 'Separator', 'Title']]"
4,3,"Group:[types=['Group', 'Quadrant'], roles=['Description', 'Highlight']]"
4,2,"Group:[types=['Group', 'LayeredDiagram'], roles=['Decoration']]"
4,2,"Group:[types=['Group', 'HStack'], roles=['Decoration', 'Description', 'Separator', 'Title']]"
4,4,"Group:[types=['Gantt', 'Group'], roles=['Description']]"
4,2,"Group:[types=['SVG', 'Text'], roles=['Decoration', 'Description', 'Marker', 'Subtitle', 'Title']]"
4,3,"Group:[types=['SVG', 'Video'], roles=['Decoration', 'Description']]"
4,3,"Group:[types=['Group', 'Image', 'SVG', 'VStack'], roles=['Decoration', 'Description', 'Title']]"
4,3,"Group:[types=['SVG', 'Text'], roles=['Decoration', 'Description', 'Highlight', 'Marker', 'Title']]"
4,3,"Group:[types=['SVG', 'Table', 'Text'], roles=['Description', 'Separator', 'Title']]"
4,2,"Group:[types=['SVG', 'VStack'], roles=['Background', 'Highlight', 'Separator']]"
4,2,"Group:[types=['Group', 'Image', 'SVG', 'Text'], roles=['Background', 'Description', 'Highlight', 'Title']]"
4,2,"Group:[types=['Image', 'Quadrant', 'SVG'], roles=['Background', 'Decoration', 'Separator']]"
4,1,"Group:[types=['Chart', 'SVG', 'Text'], roles=['Highlight', 'Separator', 'Title']]"
4,3,"Group:[types=['Group', 'Image', 'SVG'], roles=['Background', 'Decoration', 'Description', 'Highlight', 'Title']]"
4,2,"Group:[types=['Chart', 'Image', 'Text'], roles=['Decoration', 'Highlight']]"
4,2,"Group:[types=['Chart', 'Group'], roles=['Background', 'Description', 'Title']]"
4,2,"Group:[types=['Group', 'Image', 'VStack'], roles=['Description', 'Separator']]"
4,3,"Group:[types=['Group', 'HStack'], roles=['Highlight', 'Separator']]"
4,4,"Group:[types=['Group', 'Quadrant'], roles=['Description']]"
4,3,"Group:[types=['Group', 'Text', 'Video'], roles=['Decoration', 'Highlight', 'Title']]"
4,2,"Group:[types=['Text'], roles=['Decoration', 'Description', 'Highlight']]"
4,3,"Group:[types=['Group', 'VStack'], roles=['Description', 'Marker', 'Separator']]"
4,4,"Group:[types=['Text', 'Video'], roles=['Decoration', 'Subtitle', 'Title']]"
4,2,"Group:[types=['Group', 'Image', 'SVG'], roles=['Decoration', 'Description', 'Marker', 'Separator']]"
4,1,"Group:[types=['Chart', 'Group', 'SVG', 'Text'], roles=['Background', 'Highlight', 'Marker', 'Title']]"
4,3,"Group:[types=['Group', 'HStack'], roles=['Background', 'Description', 'Marker']]"
4,3,"Group:[types=['HStack', 'Text', 'VStack'], roles=['Description', 'Highlight', 'Title']]"
4,3,"Group:[types=['Group', 'HStack', 'VStack'], roles=['Decoration', 'Title']]"
4,2,"Group:[types=['Group', 'HStack', 'VStack'], roles=['Background', 'Description', 'Highlight']]"
4,2,"Group:[types=['Group', 'HStack', 'Image'], roles=['Decoration', 'Highlight', 'Title']]"
4,3,"Group:[types=['Group', 'HStack', 'Text', 'VStack'], roles=['Decoration', 'Description', 'Title']]"
4,2,"Group:[types=['Chart', 'Text'], roles=['Decoration', 'Highlight', 'Title']]"
4,3,"Group:[types=['Group', 'HStack'], roles=['Description', 'Highlight', 'Separator', 'Title']]"
4,2,"Group:[types=['Chart', 'Image', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Highlight', 'Title']]"
4,2,"Group:[types=['HStack', 'Image', 'VStack'], roles=['Decoration', 'Title']]"
4,4,"Group:[types=['Group', 'HStack', 'SVG'], roles=['Background', 'Decoration', 'Description', 'Highlight', 'Title']]"
4,1,"Group:[types=['Group', 'HStack', 'SVG', 'Text'], roles=['Decoration', 'Description', 'Highlight', 'Separator', 'Title']]"
4,2,"Group:[types=['HStack', 'SVG', 'Text'], roles=['Decoration', 'Highlight', 'Separator', 'Title']]"
4,3,"Group:[types=['HStack', 'Table'], roles=['Description', 'Highlight']]"
4,2,"Group:[types=['Group', 'SVG'], roles=['Decoration', 'Description', 'Subtitle', 'Title']]"
4,4,"Group:[types=['Group'], roles=['Decoration', 'Description', 'Subtitle', 'Title']]"
4,2,"Group:[types=['Image', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Highlight', 'Title']]"
4,3,"Group:[types=['SVG', 'Text'], roles=['Background', 'Decoration', 'Description', 'Marker', 'Subtitle', 'Title']]"
4,4,"Group:[types=['Group', 'HStack', 'SVG', 'VStack'], roles=['Background', 'Description']]"
4,2,"Group:[types=['Image'], roles=['Decoration', 'Highlight']]"
4,3,"Group:[types=['Group', 'HStack', 'Text', 'VStack'], roles=['Description', 'Title']]"
4,4,"Group:[types=['Group', 'Image', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Title']]"
4,2,"Group:[types=['Group', 'HStack', 'Text'], roles=['Decoration', 'Description', 'Subtitle', 'Title']]"
4,1,"Group:[types=['Quadrant', 'SVG', 'Text'], roles=['Description', 'Separator']]"
4,2,"Group:[types=['Chart', 'HStack', 'SVG', 'VStack'], roles=['Background', 'Description']]"
4,2,"Group:[types=['Frame', 'SVG'], roles=['Decoration', 'Marker']]"
4,2,"Group:[types=['Group', 'HStack', 'SVG'], roles=['Decoration', 'Subtitle', 'Title']]"
4,3,"Group:[types=['SVG', 'Text'], roles=['Description', 'Highlight', 'Title']]"
4,2,"Group:[types=['Group', 'Text'], roles=['Description', 'Marker', 'Subtitle', 'Title']]"
4,3,"Group:[types=['Text', 'VStack'], roles=['Background', 'Description']]"
4,2,"Group:[types=['SVG', 'Text'], roles=['Highlight', 'Title']]"
4,3,"Group:[types=['SVG', 'Text'], roles=['Decoration', 'Marker', 'Subtitle', 'Title']]"
4,2,"Group:[types=['Chart', 'Image'], roles=['Decoration', 'Highlight']]"
4,2,"Group:[types=['SVG', 'Text'], roles=['Background', 'Description', 'Highlight', 'Marker', 'Separator', 'Title']]"
4,1,"Group:[types=['Frame', 'VStack'], roles=['Background', 'Description']]"
4,2,"Group:[types=['SVG', 'Text'], roles=['Decoration', 'Highlight', 'Marker']]"
4,2,"Group:[types=['Chart', 'Group', 'SVG', 'Text'], roles=['Decoration', 'Description']]"
4,3,"Group:[types=['Group', 'Quadrant'], roles=['Description', 'Title']]"
4,3,"Group:[types=['Group', 'HStack', 'Text'], roles=['Description', 'Highlight']]"
4,2,"Group:[types=['SVG', 'Text', 'Video'], roles=['Decoration', 'Highlight']]"
4,1,"Group:[types=['Group', 'HStack', 'SVG', 'VStack'], roles=['Background', 'Decoration', 'Description', 'Separator']]"
4,2,"Group:[types=['Chart', 'Group', 'Text'], roles=['Decoration', 'Description']]"
4,1,"Group:[types=['HStack', 'SVG', 'VStack'], roles=['Highlight', 'Separator']]"
4,2,"Group:[types=['Chart', 'Group', 'VStack'], roles=['Decoration', 'Description', 'Highlight']]"
4,4,"Group:[types=['Group', 'VStack'], roles=['Background', 'Description', 'Highlight', 'Title']]"
4,1,"Group:[types=['Chart', 'Group', 'HStack', 'SVG'], roles=['Decoration', 'Description', 'Highlight']]"
4,1,"Group:[types=['Chart', 'Group', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Highlight']]"
4,1,"Group:[types=['HStack', 'SVG', 'Text'], roles=['Background', 'Description', 'Marker', 'Separator', 'Title']]"
4,2,"Group:[types=['Group', 'Image', 'SVG'], roles=['Background', 'Title']]"
4,3,"Group:[types=['Group', 'Image'], roles=['Background', 'Decoration', 'Highlight', 'Title']]"
4,1,"Group:[types=['HStack', 'LayeredDiagram', 'VStack'], roles=['Decoration', 'Description', 'Highlight']]"
4,2,"Group:[types=['Image', 'Text'], roles=['Decoration', 'Description', 'Marker']]"
4,2,"Group:[types=['SVG', 'Text', 'VStack'], roles=['Decoration', 'Separator', 'Title']]"
4,2,"Group:[types=['LayeredDiagram'], roles=['Highlight']]"
4,1,"Group:[types=['Group', 'SVG', 'Video'], roles=['Background', 'Description', 'Highlight']]"
4,1,"Group:[types=['Chart', 'Group', 'Image', 'SVG'], roles=['Background', 'Decoration']]"
4,3,"Group:[types=['Group', 'SVG', 'Table'], roles=['Background', 'Decoration', 'Description', 'Highlight']]"
4,2,"Group:[types=['Table'], roles=['Background']]"
4,3,"Group:[types=['Group', 'SVG', 'Text'], roles=['Decoration', 'Highlight', 'Subtitle']]"
4,1,"Group:[types=['Group', 'HStack', 'SVG', 'Text'], roles=['Decoration', 'Description', 'Highlight', 'Title']]"
4,1,"Group:[types=['Chart', 'HStack', 'SVG', 'Text'], roles=['Decoration', 'Description', 'Highlight', 'Title']]"
4,2,"Group:[types=['Group', 'HStack', 'Image', 'VStack'], roles=['Decoration', 'Description', 'Title']]"
4,1,"Group:[types=['Group', 'Text', 'VStack'], roles=['Decoration', 'Description', 'Marker', 'Title']]"
4,2,"Group:[types=['Group', 'Image'], roles=['Highlight']]"
4,1,"Group:[types=['Text'], roles=['Decoration', 'Marker', 'Title']]"
4,4,"Group:[types=['Group', 'HStack', 'SVG', 'VStack'], roles=['Description', 'Separator', 'Title']]"
4,2,"Group:[types=['HStack', 'SVG', 'Text'], roles=['Background', 'Description', 'Marker']]"
4,3,"Group:[types=['Group', 'Image', 'VStack'], roles=['Decoration', 'Description', 'Separator']]"
4,2,"Group:[types=['Image', 'LayeredDiagram'], roles=['Decoration']]"
4,3,"Group:[types=['HStack', 'SVG', 'Text'], roles=['Background', 'Decoration']]"
4,4,"Group:[types=['Group', 'Image'], roles=['Background', 'Decoration', 'Highlight']]"
4,1,"Group:[types=['Group', 'Qrcode', 'VStack'], roles=['Background', 'Description']]"
4,1,"Group:[types=['HStack', 'SVG', 'Text', 'VStack', 'VennDiagram'], roles=['Description', 'Separator']]"
4,2,"Group:[types=['Frame', 'Image'], roles=['Decoration']]"
4,1,"Group:[types=['Frame', 'Group'], roles=['Decoration', 'Highlight']]"
4,4,"Group:[types=['HStack', 'SVG'], roles=['Background', 'Decoration', 'Description', 'Title']]"
4,3,"Group:[types=['SVG', 'Text'], roles=['Background', 'Decoration', 'Description', 'Marker', 'Separator']]"
4,1,"Group:[types=['Group', 'SVG', 'Text', 'VStack'], roles=['Background', 'Description', 'Marker', 'Separator']]"
4,2,"Group:[types=['SVG', 'Text'], roles=['Decoration', 'Highlight', 'Marker', 'Title']]"
4,3,"Group:[types=['Image', 'VStack'], roles=['Decoration', 'Description', 'Title']]"
4,2,"Group:[types=['Group', 'SVG', 'Text'], roles=['Highlight', 'Marker', 'Separator']]"
4,3,"Group:[types=['Chart', 'SVG'], roles=['Description', 'Highlight']]"
4,1,"Group:[types=['Chart', 'Group', 'SVG', 'Text'], roles=['Description', 'Marker', 'Separator', 'Title']]"
4,3,"Group:[types=['Group', 'VStack'], roles=['Decoration', 'Description', 'Highlight', 'Title']]"
4,2,"Group:[types=['Group', 'SVG', 'Table'], roles=['Background', 'Description', 'Separator', 'Title']]"
4,2,"Group:[types=['Chart', 'Group', 'HStack', 'SVG', 'Text'], roles=['Background', 'Description', 'Highlight', 'Title']]"
4,1,"Group:[types=['Group', 'VStack'], roles=['Description', 'Highlight', 'Marker', 'Title']]"
4,1,"Group:[types=['HStack', 'Text'], roles=['Marker', 'Title']]"
4,2,"Group:[types=['Gantt', 'Group'], roles=['Background', 'Description', 'Title']]"
4,1,"Group:[types=['Group', 'SVG', 'Text'], roles=['Description', 'Highlight', 'Marker', 'Separator', 'Title']]"
4,1,"Group:[types=['SVG', 'Text'], roles=['Background', 'Decoration', 'Marker', 'Separator']]"
4,1,"Group:[types=['Group', 'SVG', 'Text'], roles=['Description', 'Highlight', 'Marker', 'Separator', 'Subtitle', 'Title']]"
4,2,"Group:[types=['Group', 'SVG', 'VStack'], roles=['Background', 'Decoration', 'Description', 'Separator', 'Title']]"
4,1,"Group:[types=['Chart', 'Group', 'Text'], roles=['Description', 'Marker', 'Title']]"
4,4,"Group:[types=['Group', 'Image', 'SVG'], roles=['Decoration', 'Description', 'Separator']]"
4,1,"Group:[types=['Group', 'Text'], roles=['Highlight', 'Marker', 'Title']]"
4,1,"Group:[types=['Group', 'HStack', 'SVG', 'Text'], roles=['Background', 'Description', 'Marker']]"
4,2,"Group:[types=['HStack', 'Text'], roles=['Description', 'Marker']]"
4,1,"Group:[types=['HStack', 'SVG', 'Text'], roles=['Decoration', 'Description', 'Marker']]"
4,1,"Group:[types=['Group', 'VennDiagram'], roles=['Description', 'Title']]"
4,1,"Group:[types=['Text', 'Video'], roles=['Decoration', 'Marker']]"
4,1,"Group:[types=['Frame', 'Group'], roles=['Description', 'Marker']]"
4,2,"Group:[types=['HStack', 'Text', 'Video'], roles=['Decoration', 'Description', 'Highlight']]"
4,1,"Group:[types=['Quadrant', 'SVG', 'Text'], roles=['Background', 'Separator', 'Title']]"
4,1,"Group:[types=['Chart', 'Group', 'Text'], roles=['Background', 'Description', 'Highlight']]"
4,1,"Group:[types=['Image'], roles=['Decoration', 'Separator']]"
4,2,"Group:[types=['SVG', 'Text', 'VStack'], roles=['Background', 'Description', 'Subtitle', 'Title']]"
4,2,"Group:[types=['Group', 'SVG', 'Table'], roles=['Decoration', 'Description', 'Highlight']]"
4,2,"Group:[types=['Image', 'VStack'], roles=['Decoration']]"
4,1,"Group:[types=['HStack', 'Text', 'Video'], roles=['Decoration', 'Description']]"
4,1,"Group:[types=['Frame', 'HStack'], roles=['Decoration', 'Marker']]"
4,1,"Group:[types=['Group', 'HStack', 'SVG', 'VStack'], roles=['Decoration', 'Description', 'Separator']]"
4,1,"Group:[types=['Group', 'SVG'], roles=['Background', 'Description', 'Marker', 'Title']]"
4,1,"Group:[types=['Group', 'SVG', 'VStack'], roles=['Background', 'Decoration', 'Description', 'Highlight', 'Separator', 'Title']]"
4,1,"Group:[types=['HStack', 'Table', 'Text'], roles=['Decoration', 'Description', 'Title']]"
4,1,"Group:[types=['HStack', 'SVG', 'Table'], roles=['Decoration', 'Description']]"
4,1,"Group:[types=['HStack', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Marker']]"
4,1,"Group:[types=['Group', 'HStack', 'VStack'], roles=['Decoration', 'Description', 'Marker']]"
4,1,"Group:[types=['Group', 'HStack', 'SVG', 'VStack'], roles=['Decoration', 'Description', 'Highlight', 'Marker']]"
4,1,"Group:[types=['Chart', 'Image'], roles=['Description']]"
4,2,"Group:[types=['Group', 'HStack', 'SVG'], roles=['Background', 'Highlight', 'Separator']]"
4,1,"Group:[types=['Group', 'SVG', 'Text'], roles=['Background', 'Description', 'Highlight', 'Separator']]"
4,1,"Group:[types=['HStack', 'Image', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Description', 'Highlight', 'Separator']]"
4,1,"Group:[types=['Chart', 'Group', 'SVG', 'Text'], roles=['Decoration', 'Description', 'Highlight']]"
3,2,"Group:[types=['LayeredDiagram', 'SVG', 'VStack'], roles=['Background', 'Description']]"
3,3,"Group:[types=['Gantt', 'Group'], roles=['Background', 'Description']]"
3,2,"Group:[types=['Chart', 'Image', 'SVG', 'Text'], roles=['Decoration', 'Description', 'Highlight']]"
3,2,"Group:[types=['Gantt', 'Table'], roles=['Description']]"
3,2,"Group:[types=['Group', 'SVG', 'Text', 'VStack'], roles=['Decoration', 'Description']]"
3,2,"Group:[types=['Group', 'Image', 'SVG', 'Text'], roles=['Decoration']]"
3,3,"Group:[types=['Chart', 'SVG'], roles=['Background', 'Decoration', 'Highlight']]"
3,3,"Group:[types=['Group', 'HStack'], roles=['Title']]"
3,2,"Group:[types=['Image', 'Text'], roles=['Background', 'Description']]"
3,2,"Group:[types=['Chart', 'Image', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Description', 'Separator', 'Title']]"
3,2,"Group:[types=['SVG', 'Text'], roles=['Background', 'Decoration', 'Highlight', 'Marker']]"
3,1,"Group:[types=['Chart', 'HStack', 'Image', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Description', 'Title']]"
3,1,"Group:[types=['SVG', 'Text'], roles=['Description', 'Highlight', 'Marker', 'Separator']]"
3,3,"Group:[types=['Video'], roles=['Background']]"
3,3,"Group:[types=['Group', 'SVG'], roles=['Background', 'Subtitle', 'Title']]"
3,3,"Group:[types=['Group', 'HStack', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Description', 'Highlight', 'Title']]"
3,2,"Group:[types=['SVG', 'Text'], roles=['Background', 'Decoration', 'Description', 'Highlight', 'Separator', 'Subtitle', 'Title']]"
3,1,"Group:[types=['Group', 'SVG', 'Text'], roles=['Description', 'Highlight']]"
3,1,"Group:[types=['Group', 'SVG', 'VStack'], roles=['Description', 'Highlight', 'Marker']]"
3,2,"Group:[types=['Group', 'VStack', 'VennDiagram'], roles=['Description', 'Separator']]"
3,2,"Group:[types=['Group', 'HStack'], roles=['Background', 'Decoration', 'Highlight']]"
3,1,"Group:[types=['Group', 'Text', 'VStack'], roles=['Description', 'Highlight', 'Marker', 'Title']]"
3,3,"Group:[types=['Group', 'HStack', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Description', 'Separator', 'Title']]"
3,3,"Group:[types=['Chart', 'Group', 'SVG', 'VStack'], roles=['Background', 'Description', 'Highlight']]"
3,2,"Group:[types=['Group', 'SVG', 'Text', 'VStack'], roles=['Background', 'Description']]"
3,2,"Group:[types=['Chart', 'Group', 'SVG', 'Text', 'VStack'], roles=['Background', 'Description', 'Marker', 'Title']]"
3,3,"Group:[types=['HStack', 'SVG', 'Text', 'VStack'], roles=['Background', 'Decoration', 'Description']]"
3,3,"Group:[types=['HStack', 'Image'], roles=['Background', 'Decoration', 'Description']]"
3,3,"Group:[types=['Group', 'Image', 'VStack'], roles=['Background', 'Decoration', 'Title']]"
3,3,"Group:[types=['Group', 'HStack', 'Image', 'SVG'], roles=['Background', 'Decoration', 'Description', 'Highlight']]"
3,2,"Group:[types=['Image', 'Table', 'VStack'], roles=['Decoration', 'Description', 'Title']]"
3,2,"Group:[types=['LayeredDiagram', 'Text'], roles=['Decoration', 'Highlight']]"
3,1,"Group:[types=['LayeredDiagram', 'Text', 'VStack'], roles=['Decoration', 'Description', 'Title']]"
3,3,"Group:[types=['Group', 'Text', 'VStack'], roles=['Background', 'Description', 'Highlight']]"
3,3,"Group:[types=['Group', 'Text'], roles=['Background', 'Decoration']]"
3,1,"Group:[types=['Chart', 'Group', 'SVG'], roles=['Background', 'Description', 'Separator']]"
3,1,"Group:[types=['Group', 'Text'], roles=['Decoration', 'Description', 'Highlight', 'Marker', 'Title']]"
3,1,"Group:[types=['Image', 'Text', 'VStack'], roles=['Description', 'Highlight', 'Title']]"
3,1,"Group:[types=['Table', 'Text'], roles=[]]"
3,3,"Group:[types=['SVG', 'VStack', 'VennDiagram'], roles=['Description', 'Separator']]"
3,2,"Group:[types=['Group'], roles=['Description', 'Highlight', 'Separator', 'Title']]"
3,1,"Group:[types=['Group', 'SVG'], roles=['Decoration', 'Description', 'Highlight', 'Separator']]"
3,2,"Group:[types=['Image', 'Text'], roles=['Description', 'Marker', 'Title']]"
3,2,"Group:[types=['Chart', 'Image', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Description', 'Title']]"
3,2,"Group:[types=['Image', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Highlight', 'Marker', 'Title']]"
3,2,"Group:[types=['Group', 'Table'], roles=['Background', 'Highlight']]"
3,2,"Group:[types=['Chart', 'Group', 'SVG', 'VStack'], roles=['Decoration', 'Description']]"
3,2,"Group:[types=['Text'], roles=['Description', 'Highlight', 'Marker', 'Title']]"
3,2,"Group:[types=['SVG', 'Text'], roles=['Background', 'Description', 'Separator', 'Subtitle', 'Title']]"
3,1,"Group:[types=['Group', 'Image', 'SVG'], roles=['Decoration', 'Description', 'Title']]"
3,1,"Group:[types=['Group', 'Table', 'Text'], roles=['Background', 'Description', 'Highlight', 'Separator']]"
3,2,"Group:[types=['Group', 'SVG', 'Table'], roles=['Decoration', 'Description', 'Title']]"
3,1,"Group:[types=['Group', 'SVG', 'Text', 'VStack'], roles=['Background', 'Description', 'Marker']]"
3,1,"Group:[types=['Group', 'VStack'], roles=[]]"
3,1,"Group:[types=['SVG', 'Text', 'VStack'], roles=['Description', 'Highlight', 'Marker']]"
3,3,"Group:[types=['SVG', 'VStack'], roles=['Background', 'Decoration', 'Description', 'Title']]"
3,1,"Group:[types=['Chart', 'Text'], roles=['Description', 'Marker']]"
3,2,"Group:[types=['Group', 'HStack', 'Image'], roles=['Decoration', 'Description', 'Highlight', 'Title']]"
3,2,"Group:[types=['HStack', 'SVG', 'Text'], roles=['Background', 'Highlight', 'Title']]"
3,2,"Group:[types=['Image', 'SVG'], roles=['Separator']]"
3,2,"Group:[types=['HStack', 'SVG', 'Video'], roles=['Background', 'Decoration', 'Description']]"
3,2,"Group:[types=['HStack', 'SVG', 'VStack'], roles=['Background', 'Highlight', 'Title']]"
3,3,"Group:[types=['Frame', 'Group'], roles=['Description', 'Highlight']]"
